ticker,company,market,official_sector,sub_industry,supply_chain,chain_node,theme,role,weight,confidence,source,updated_at,graph_role
6691,洋基工程,TWSE,電子工業,,Semiconductor Equipment & Materials,Facility Engineering,AI Capex,Facility,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
7769,鴻勁,TWSE,電子工業,,Semiconductor Equipment & Materials,Test Handler,AI Capex,Equipment,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
1773,勝一,TWSE,化學生技醫療,,Semiconductor Equipment & Materials,Electronic Chemicals,AI Capex,Materials,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2467,志聖,TWSE,電子零組件業,,Semiconductor Equipment & Materials,Process Equipment,AI Capex,Equipment,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
8996,高力,TWSE,電機機械,,Semiconductor Equipment & Materials,Precision Components,AI Capex,Materials,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,COMPONENT
4938,和碩,TWSE,電腦及週邊設備業,,AI Server / ODM,Server/PC ODM,AI,ODM,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2352,佳世達,TWSE,電腦及週邊設備業,,AI Server / ODM,Server/Display,AI,ODM,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
3706,神達,TWSE,電腦及週邊設備業,,AI Server / ODM,Server ODM,AI,ODM,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
7711,永擎,TWSE,電腦及週邊設備業,,AI Server / ODM,AI Server,AI,ODM,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
8210,勤誠,TWSE,電腦及週邊設備業,,AI Server / ODM,Server Chassis,AI Server,Component,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2324,仁寶,TWSE,電腦及週邊設備業,,AI Server / ODM,Server/PC ODM,AI,ODM,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
3515,華擎,TWSE,電腦及週邊設備業,,AI Server / ODM,Motherboard,AI Server,Component,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2356,英業達,TWSE,電腦及週邊設備業,,AI Server / ODM,AI Server ODM,AI,ODM,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2377,微星,TWSE,電腦及週邊設備業,,AI Server / ODM,Motherboard/System,AI Server,System,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2354,鴻準,TWSE,電子工業,,AI Server / ODM,Precision Chassis,AI Server,Component,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
3665,貿聯-KY,TWSE,電子工業,,AI Server / ODM,Cable Assembly,AI Server,Component,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,CROSS_CHAIN
3023,信邦,TWSE,電子工業,,AI Server / ODM,Cable/Connector,AI Server,Component,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2059,川湖,TWSE,電子零組件業,,AI Server / ODM,Rack Slide Rail,AI Server,Component,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,COMPONENT
2327,國巨*,TWSE,電子工業,,AI Server / ODM,Passive Components,AI Server,Component,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
5269,祥碩,TWSE,電子工業,,AI Server / ODM,Interconnect IC,AI Server,Component,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2316,楠梓電,TWSE,電子零組件業,,PCB / HDI / IC Substrate,PCB,AI Server,Core,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
3533,嘉澤,TWSE,電子零組件業,,PCB / HDI / IC Substrate,Connector,AI Server,Component,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
6805,富世達,TWSE,電子零組件業,,PCB / HDI / IC Substrate,Connector,AI Server,Component,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2367,燿華,TWSE,電子工業,,PCB / HDI / IC Substrate,PCB,AI/Consumer,Core,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
3715,定穎投控,TWSE,電子工業,,PCB / HDI / IC Substrate,PCB,AI/Consumer,Core,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
5469,瀚宇博,TWSE,電子零組件業,,PCB / HDI / IC Substrate,PCB,AI/Consumer,Core,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
8039,台虹,TWSE,電子零組件業,,CCL / High-Speed Materials,FCCL/PI Film,AI/PCB,Material,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
1717,長興,TWSE,化學生技醫療,,CCL / High-Speed Materials,Resin/CCL,AI/PCB,Upstream,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2421,建準,TWSE,電子零組件業,,Thermal / Liquid Cooling,Cooling Fan,AI Server,Component,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,CROSS_CHAIN
6415,矽力*-KY,TWSE,電子工業,,Data Center Power / PSU,Power Management IC,AI/DC,Component,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2385,群光,TWSE,電子零組件業,,Data Center Power / PSU,Power Supply,AI/DC,Power,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2455,全新,TWSE,電子工業,,Optical Communication / AI Networking,Compound Semi Foundry,AI Networking,Foundry,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
6285,啟碁,TWSE,電子工業,,Optical Communication / AI Networking,Networking Equipment,AI Networking,Equipment,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
4585,達明,TWSE,電子工業,,Robotics / Automation,Collaborative Robot,Robotics,Robot,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2359,所羅門,TWSE,電子工業,,Robotics / Automation,Automation Integration,Robotics,Integrator,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
7750,新代,TWSE,電機機械,,Robotics / Automation,CNC Controller,Robotics,Controller,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
6414,樺漢,TWSE,電腦及週邊設備業,,Robotics / Automation,Edge/Industrial Computing,AI/Robotics,Controller,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
6579,研揚,TWSE,電腦及週邊設備業,,Robotics / Automation,Edge Computing,AI/Robotics,Controller,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2472,立隆電,TWSE,電子工業,,Energy Storage / Battery,Battery,Storage,Manufacturer,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
6409,旭隼,TWSE,電子工業,,Solar / Wind Renewable,Inverter,Solar/EV,Inverter,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2206,三陽工業,TWSE,汽車工業,,EV / Auto Electronics,Vehicle,EV,OEM,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2204,中華,TWSE,汽車工業,,EV / Auto Electronics,Vehicle,EV,OEM,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2258,鴻華先進-創,TWSE,創新板股票,,EV / Auto Electronics,EV Manufacturing,EV,OEM,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2645,長榮航太,TWSE,航運業,,Defense / Aerospace / Drone,Aerospace MRO,Defense,Maintenance,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2607,榮運,TWSE,航運業,,Shipping / Logistics,Trucking/Warehousing,Logistics,Carrier,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
6919,康霈*,TWSE,生技醫療業,,Biotech / Innovative Drug / CDMO,Dermatology Drug,Pharma,Innovator,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
7799,禾榮科,TWSE,生技醫療業,,Medical Device / Healthcare,Proton Therapy Equipment,MedTech,Manufacturer,1.0,low,"analyst_inference_v2(claude,未經使用者逐筆確認)",2026-09-04,
2002,中鋼,TWSE,鋼鐵工業,,Steel,Integrated Steel,Infrastructure / Industrial,Integrated Steel,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,UPSTREAM
2014,中鴻,TWSE,鋼鐵工業,,Steel,Flat Steel,Industrial / Construction,Flat Steel Producer,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2023,燁輝,TWSE,鋼鐵工業,,Steel,Flat Steel Processing,Construction / Industrial,Flat Steel Processor,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2006,東和鋼鐵,TWSE,鋼鐵工業,,Steel,Long Steel,Infrastructure / Construction,Long Steel Producer,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2015,豐興,TWSE,鋼鐵工業,,Steel,Long Steel,Construction,Long Steel Producer,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2027,大成鋼,TWSE,鋼鐵工業,,Steel,Stainless / Processing,Infrastructure / Industrial,Processor,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2211,長榮鋼,TWSE,鋼鐵工業,,Steel,Steel Structure,Infrastructure / Construction,Fabricator,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2393,億光,TWSE,電子工業,,Display & Optical,LED,LED / Auto / AI,LED,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2426,鼎元,TWSE,電子工業,,Display & Optical,LED,LED / Display,LED,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2489,瑞軒,TWSE,電子工業,,Display & Optical,Display (TV/Monitor),TV / Monitor,Display,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
6116,彩晶,TWSE,電子工業,,Display & Optical,Panel,Display,Panel,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2409,友達,TWSE,電子工業,,Display & Optical,Panel,AI Display / Smart,Panel,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
3481,群創,TWSE,電子工業,,Display & Optical,Panel,Display / Automotive,Panel,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
3019,亞光,TWSE,電子工業,,Display & Optical,Optical Lens,AI Vision / Auto,Optical,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
3406,玉晶光,TWSE,電子工業,,Display & Optical,Optical Lens,Smartphone / Vision,Lens,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2498,宏達電,TWSE,電子工業,,Display & Optical,XR / Consumer Electronics,XR / Metaverse,System,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
3673,TPK-KY,TWSE,電子工業,,Display & Optical,Touch / Display,HMI / XR,Touch,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2327,國巨*,TWSE,電子工業,,Passive Components,MLCC / R / C,AI / Auto,Component,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2492,華新科,TWSE,電子零組件業,,Passive Components,MLCC / Passive,AI / Auto,Component,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2472,立隆電,TWSE,電子工業,,Passive Components,Aluminum Capacitor,AI / EV,Component,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
3090,日電貿,TWSE,電子零組件業,,Passive Components,Passive / Connector Distribution,Electronics,Distributor,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
3026,禾伸堂,TWSE,電子零組件業,,Passive Components,Passive Components Distribution,AI / Electronics,Distributor,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
3042,晶技,TWSE,電子零組件業,,Passive Components,Timing (Quartz),AI / Networking,Timing,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2428,興勤,TWSE,電子零組件業,,Passive Components,Sensor / Protection Component,Auto / AI,Sensor,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
6271,同欣電,TWSE,電子工業,,PCB / HDI / IC Substrate,IC Substrate,AI / Sensor,Substrate,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
3665,貿聯-KY,TWSE,電子工業,,EV / Auto Electronics,Cable/Connector Component,EV,Component,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
2360,致茂,TWSE,電子工業,,Data Center Power / PSU,Power Test System,AI/DC,Test Equipment,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
2360,致茂,TWSE,電子工業,,EV / Auto Electronics,Battery Test System,EV,Test Equipment,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
2360,致茂,TWSE,電子工業,,Smart Grid / Transformer,Transmission/Distribution Test,Power Grid,Test Equipment,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
2421,建準,TWSE,電子零組件業,,EV / Auto Electronics,BMS/Motor Component,EV,Component,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
8996,高力,TWSE,電機機械,,Thermal / Liquid Cooling,Heat Exchanger,AI / Energy,Heat Exchange,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,COMPONENT
2481,強茂,TWSE,電子工業,,AI / HPC Semiconductor,Power Semiconductor,EV / Power,Power Semiconductor,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
8271,宇瞻,TWSE,電子工業,,Memory / HBM,Memory Module / SSD,AI Storage,Module / Storage,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2451,創見,TWSE,電子工業,,Memory / HBM,Memory Module / Storage,AI Storage,Module,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
8131,福懋科,TWSE,電子工業,,Advanced Packaging,IC Packaging/Test,AI/HPC,OSAT,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
8131,福懋科,TWSE,電子工業,,Memory / HBM,Memory Packaging/Test,AI Memory,OSAT,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2329,華泰,TWSE,電子工業,,Advanced Packaging,IC Packaging/Test,AI/HPC,OSAT,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
8016,矽創,TWSE,電子工業,,AI / HPC Semiconductor,Display Driver / Power IC,Edge AI,IC Designer,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
7822,倍利科,TWSE,電子工業,,Semiconductor Equipment & Materials,AI Vision Equipment,AI / Automation,Equipment,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
7822,倍利科,TWSE,電子工業,,Robotics / Automation,AI Vision System,AI / Vision,AI Equipment,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
6197,佳必琪,TWSE,電子工業,,AI Server / ODM,Connector,AI Networking,Component,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
6191,精成科,TWSE,電子工業,,PCB / HDI / IC Substrate,PCB,AI / Automotive,Core,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
6781,AES-KY,TWSE,電子工業,,Energy Storage / Battery,Battery Pack,EV / ESS,Battery Pack,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
4583,台灣精銳,TWSE,電機機械,,Robotics / Automation,Precision Gearbox,Robotics,Motion,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
7795,長廣,TWSE,電子零組件業,,Semiconductor Equipment & Materials,Process/Inspection Equipment,AI Capex,Equipment,1.0,medium,"analyst_mapping_v1.1(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
3714,富采,TWSE,光電業,,Display & Optical,LED Epi/Packaging,LED / AI Vision,Epi / Packaging,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CORE
6176,瑞儀,TWSE,光電業,,Display & Optical,Backlight Module,Display,Module,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
3008,大立光,TWSE,電子工業,,Display & Optical,Optical Lens,AI Vision / Mobile,Lens,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
6278,台表科,TWSE,光電業,,Display & Optical,Display Component,AI / Electrification,Component,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
6278,台表科,TWSE,光電業,,Energy Storage / Battery,Battery Component,EV / ESS,Battery Component,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
6278,台表科,TWSE,光電業,,Smart Grid / Transformer,Grid Component,Electrification,Grid Component,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
5234,達興材料,TWSE,光電業,,Semiconductor Equipment & Materials,Electronic Chemicals,AI/HPC,Materials,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,ENABLER
2347,聯強,TWSE,電子通路業,,Semiconductor Equipment & Materials,IC Distribution,AI,Distributor,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,DISTRIBUTOR
3010,華立,TWSE,電子通路業,,Semiconductor Equipment & Materials,IC Distribution / Chemicals,AI/HPC,Distributor / Enabler,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,DISTRIBUTOR
3036,文曄,TWSE,電子通路業,,Semiconductor Equipment & Materials,IC Distribution,AI,Distributor,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,DISTRIBUTOR
3702,大聯大,TWSE,電子通路業,,Semiconductor Equipment & Materials,IC Distribution,AI,Distributor,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,DISTRIBUTOR
8070,長華*,TWSE,電子通路業,,Semiconductor Equipment & Materials,Materials/Equipment/Leadframe,AI/HPC,Enabler,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
8112,至上,TWSE,電子通路業,,Semiconductor Equipment & Materials,IC Distribution,AI / Memory,Distributor,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,DISTRIBUTOR
6139,亞翔,TWSE,其他電子業,,Semiconductor Equipment & Materials,Facility Engineering,AI Capex,Facility,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,ENABLER
3030,德律,TWSE,其他電子業,,Semiconductor Equipment & Materials,AOI/Inspection Equipment,AI Capex,Inspection,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,ENABLER
3030,德律,TWSE,其他電子業,,PCB / HDI / IC Substrate,PCB Inspection Equipment,AI Server,Inspection,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,ENABLER
2351,順德,TWSE,半導體業,,Advanced Packaging,Leadframe,AI Semiconductor,Materials,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2388,威盛,TWSE,半導體業,,AI / HPC Semiconductor,CPU/Chipset/AI Solution,Edge AI,Designer / Platform,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2363,矽統,TWSE,電子工業,,AI / HPC Semiconductor,IC Design,AI / Edge,Designer,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CORE
2458,義隆,TWSE,電子工業,,AI / HPC Semiconductor,MCU/Consumer IC,Edge AI,Designer,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
4919,新唐,TWSE,電子工業,,AI / HPC Semiconductor,MCU/SoC,Edge AI / Industrial AI,Designer,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CORE
6526,達發,TWSE,電子工業,,Optical Communication / AI Networking,Network Communication IC,5G / AI Networking,Designer,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CORE
2474,可成,TWSE,其他電子業,,AI Server / ODM,Precision Structure/Metal Housing,AI Device,Structure,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2312,金寶,TWSE,電子工業,,AI Server / ODM,EMS/Motherboard,AI / Connectivity,EMS,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2476,鉅祥,TWSE,電子工業,,AI Server / ODM,Connector/Precision Metal,AI / Auto,Component,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
2486,一詮,TWSE,電子工業,,AI Server / ODM,Leadframe/Connector/Metal,AI,Component,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
3005,神基,TWSE,電子工業,,AI Server / ODM,Rugged Computer,Edge AI,System,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
4915,致伸,TWSE,電子工業,,AI Server / ODM,HMI/Electronic Module,AI / IoT,Component,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
3376,新日興,TWSE,電子零組件業,,AI Server / ODM,Precision Hinge/Mechanism,AI PC,Mechanism,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
7788,松川精密,TWSE,電子零組件業,,AI Server / ODM,Connector,AI / Auto,Connector,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2362,藍天,TWSE,電腦及週邊設備業,,AI Server / ODM,Notebook,AI PC,ODM,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
6831,邁科,TWSE,電腦及週邊設備業,,AI Server / ODM,Computer Component,AI / PC,Component,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2458,義隆,TWSE,電子工業,,AI Server / ODM,Touch/HMI IC,Edge AI / HMI,Designer,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2476,鉅祥,TWSE,電子工業,,Medical Device / Healthcare,Medical Plastic Material,MedTech,Component,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,CROSS_CHAIN
2486,一詮,TWSE,電子工業,,Thermal / Liquid Cooling,Metal Structure/Heat Dissipation,AI Server,Component,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
1514,亞力,TWSE,電機機械,,Smart Grid / Transformer,Grid Equipment,Electrification,Grid Equipment,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2371,大同,TWSE,電機機械,,Smart Grid / Transformer,Power Equipment/Motor,Electrification,Equipment,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
8926,台汽電,TWSE,油電燃氣業,,Smart Grid / Transformer,Power Generation,Power Infrastructure,Generation,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
3167,大量,TWSE,電機機械,,Robotics / Automation,CNC/Precision Machinery,Smart Factory,Equipment,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
2072,世紀風電,TWSE,綠能環保,,Solar / Wind Renewable,Offshore Wind Structure,Offshore Wind,Engineering,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
6944,兆聯實業,TWSE,綠能環保,,Environmental Infrastructure,Water Treatment/Environmental Engineering,Green Infrastructure,Engineering,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
8422,可寧衛*,TWSE,綠能環保,,Environmental Infrastructure,Waste Management,Circular Economy,Waste Management,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
7610,聯友金屬-創,TWSE,綠能環保,,Environmental Infrastructure,Metal Materials Recycling,Circular Economy,Materials,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,
5234,達興材料,TWSE,光電業,,Energy Storage / Battery,Battery Materials,EV / Storage,Materials,1.0,medium,"analyst_mapping_v1.2(使用者提供+官方價值鏈交叉核對,2026-09-04)",2026-09-04,ENABLER
